postUrl,id,text,ownerUsername,ownerProfilePicUrl,timestamp,likesCount
https://www.instagram.com/p/CwnSn9Fvbjf/,18001735217016712,@sujay189251 🙌 🙌,boat.nirvana,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-19/376230734_853509102873433_3498444153825120773_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=1&_nc_ohc=Na6nb_ByWYkAX_qRKFT&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCtugYefnmzAoDeniLXthoPim8HcmnIq_99Syt6xtns9w&oe=650F9AF4&_nc_sid=2999b8,2023-09-16T03:31:53.000Z,0
https://www.instagram.com/p/CwnSn9Fvbjf/,17980980353440121,Just Sell The Boat ⛵,rohitmodiyani,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/13398524_1167506323270130_526132728_a.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=REFo_xD5XYQAX-JQVVQ&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCt2a5C29hJtOU5aYqiyhElVdvs60IDG3SxNREnM311OQ&oe=650FDDF5&_nc_sid=2999b8,2023-09-16T06:14:42.000Z,0
https://www.instagram.com/p/CwnSn9Fvbjf/,17993484257238811,"@rohitmodiyani Hi! We love how you love our products . Your excitement is what keeps us going. Moreover, kindly participate in the upcoming giveaways and get a chance to be one lucky winner. Please feel free to connect with us in case you need any further assistance.",boat.nirvana,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-19/376230734_853509102873433_3498444153825120773_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=1&_nc_ohc=Na6nb_ByWYkAX_qRKFT&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCtugYefnmzAoDeniLXthoPim8HcmnIq_99Syt6xtns9w&oe=650F9AF4&_nc_sid=2999b8,2023-09-16T06:19:21.000Z,0
https://www.instagram.com/p/CwnSn9Fvbjf/,17994805691034112,Price,shafeeq_17_,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/356784945_1011477949848450_8895680001156277336_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=106&_nc_ohc=pb73_wAhljwAX9UGv11&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDirtDCB6zgo-t2gbbwnGDXcVhlxVgUyUoZh2EOdkE1ig&oe=6510A673&_nc_sid=2999b8,2023-09-16T07:01:27.000Z,0
https://www.instagram.com/p/CwnSn9Fvbjf/,17903145539777503,@rupam______46 😍 🙌,boat.nirvana,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-19/376230734_853509102873433_3498444153825120773_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=1&_nc_ohc=Na6nb_ByWYkAX_qRKFT&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCtugYefnmzAoDeniLXthoPim8HcmnIq_99Syt6xtns9w&oe=650F9AF4&_nc_sid=2999b8,2023-09-16T07:21:22.000Z,0
https://www.instagram.com/p/CwnSn9Fvbjf/,18207928621253763,"@shafeeq_17_ Hi Shafeeq! We wanted to inform you that the price of the product you are interested in is currently set at 1799. However, we regret to inform you that the product is currently out of stock. Please rest assured that we are working diligently to replenish our stock and it will be available for purchase again in the near future. 

Thank you for your understanding and patience. Should you have any further inquiries or require assistance with anything else, please do not hesitate to reach out.",boat.nirvana,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-19/376230734_853509102873433_3498444153825120773_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=1&_nc_ohc=Na6nb_ByWYkAX_qRKFT&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCtugYefnmzAoDeniLXthoPim8HcmnIq_99Syt6xtns9w&oe=650F9AF4&_nc_sid=2999b8,2023-09-16T08:07:46.000Z,0
https://www.instagram.com/p/CwnSn9Fvbjf/,18216931705247598,"@midhun_jesudas do update here if you have received any kind of support from the team, so that we may take a decision on whether to go for this product or not.",asha.jithin,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/271928870_124618703391472_4872808620084221828_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=MyLQNUYU4x8AX_iBqpV&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDL3w6S6zwqjK978Fvi8YGE53tRWYjY_AVbxCcCATwMYg&oe=650FF0D0&_nc_sid=2999b8,2023-09-16T09:05:24.000Z,0
https://www.instagram.com/p/CwnSn9Fvbjf/,18205662625265389,Don't buy boat items. WARRENTY CLAIM WILL BE REJECTED. BUY NOW REGRET LATTER.Don't buy boat items. WARRENTY CLAIM WILL BE REJECTED. BUY NOW REGRET LATTER.,roznamayunas,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=1&_nc_ohc=vPNH8G79zBoAX_a4eH0&edm=AAAAAAABAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AfD72hAUHAwuLfcGgNisDTYUIRgkkPU-j-iusdTdahC93Q&oe=6510444F&_nc_sid=000000,2023-09-16T11:20:55.000Z,0
https://www.instagram.com/p/CwnSn9Fvbjf/,17883142076935498,"Hi, we regret the inconvenience caused to you. Please share the complaint ID via DM in order to assist you better.",boat.nirvana,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-19/376230734_853509102873433_3498444153825120773_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=1&_nc_ohc=Na6nb_ByWYkAX_qRKFT&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCtugYefnmzAoDeniLXthoPim8HcmnIq_99Syt6xtns9w&oe=650F9AF4&_nc_sid=2999b8,2023-09-16T13:05:20.000Z,0
https://www.instagram.com/p/CwnSn9Fvbjf/,18380259028033213,"@vikash_rvr Hi, we are here to help you with your concern. Kindly connect with us over DM so that we can fix this right away.",boat.nirvana,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-19/376230734_853509102873433_3498444153825120773_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=1&_nc_ohc=Na6nb_ByWYkAX_qRKFT&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCtugYefnmzAoDeniLXthoPim8HcmnIq_99Syt6xtns9w&oe=650F9AF4&_nc_sid=2999b8,2023-09-16T13:12:22.000Z,0
